,concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
19310,Assign seriousness,complete,Value 1,2013-04-11 14:42:08+00:00,Assign seriousness,Value 1,Case2117,Variant 155,155,Fluxicon Disco
19311,Wait,complete,Value 2,2013-04-11 15:04:52+00:00,Wait,Value 2,Case2117,Variant 155,155,Fluxicon Disco
19312,Wait,complete,Value 2,2013-04-11 15:04:53+00:00,Wait,Value 2,Case2117,Variant 155,155,Fluxicon Disco
19313,Resolve ticket,complete,Value 2,2013-04-11 16:00:00+00:00,Resolve ticket,Value 2,Case2117,Variant 155,155,Fluxicon Disco
19314,Take in charge ticket,complete,Value 1,2013-04-16 13:41:21+00:00,Take in charge ticket,Value 1,Case2117,Variant 155,155,Fluxicon Disco
19315,Resolve ticket,complete,Value 1,2013-05-02 10:43:11+00:00,Resolve ticket,Value 1,Case2117,Variant 155,155,Fluxicon Disco
19316,Resolve ticket,complete,Value 1,2013-05-02 10:43:13+00:00,Resolve ticket,Value 1,Case2117,Variant 155,155,Fluxicon Disco
19317,Closed,complete,Value 3,2013-05-17 10:43:31+00:00,Closed,Value 3,Case2117,Variant 155,155,Fluxicon Disco
19318,Assign seriousness,complete,Value 1,2013-04-11 14:52:51+00:00,Assign seriousness,Value 1,Case2037,Variant 5,5,Fluxicon Disco
19319,Resolve ticket,complete,Value 1,2013-04-29 08:04:23+00:00,Resolve ticket,Value 1,Case2037,Variant 5,5,Fluxicon Disco
19320,Closed,complete,Value 3,2013-05-14 08:04:45+00:00,Closed,Value 3,Case2037,Variant 5,5,Fluxicon Disco
19321,Assign seriousness,complete,Value 1,2013-04-12 07:32:41+00:00,Assign seriousness,Value 1,Case193,Variant 2,2,Fluxicon Disco
19322,Take in charge ticket,complete,Value 2,2013-04-22 07:06:20+00:00,Take in charge ticket,Value 2,Case193,Variant 2,2,Fluxicon Disco
19323,Wait,complete,Value 9,2013-04-22 07:12:11+00:00,Wait,Value 9,Case193,Variant 2,2,Fluxicon Disco
19324,Resolve ticket,complete,Value 9,2013-04-29 10:31:09+00:00,Resolve ticket,Value 9,Case193,Variant 2,2,Fluxicon Disco
19325,Closed,complete,Value 3,2013-05-14 10:31:25+00:00,Closed,Value 3,Case193,Variant 2,2,Fluxicon Disco
19326,Assign seriousness,complete,Value 1,2013-04-12 07:47:58+00:00,Assign seriousness,Value 1,Case3046,Variant 25,25,Fluxicon Disco
19327,Wait,complete,Value 1,2013-04-12 09:54:51+00:00,Wait,Value 1,Case3046,Variant 25,25,Fluxicon Disco
19328,Resolve ticket,complete,Value 1,2013-05-03 08:01:55+00:00,Resolve ticket,Value 1,Case3046,Variant 25,25,Fluxicon Disco
19329,Closed,complete,Value 3,2013-05-18 08:02:12+00:00,Closed,Value 3,Case3046,Variant 25,25,Fluxicon Disco
19330,Assign seriousness,complete,Value 1,2013-04-12 10:25:17+00:00,Assign seriousness,Value 1,Case100,Variant 10,10,Fluxicon Disco
19331,Take in charge ticket,complete,Value 9,2013-04-24 10:24:01+00:00,Take in charge ticket,Value 9,Case100,Variant 10,10,Fluxicon Disco
19332,Require upgrade,complete,Value 9,2013-04-24 15:51:11+00:00,Require upgrade,Value 9,Case100,Variant 10,10,Fluxicon Disco
19333,Resolve ticket,complete,Value 2,2013-05-15 13:21:00+00:00,Resolve ticket,Value 2,Case100,Variant 10,10,Fluxicon Disco
19334,Closed,complete,Value 3,2013-05-30 13:21:20+00:00,Closed,Value 3,Case100,Variant 10,10,Fluxicon Disco
19335,Assign seriousness,complete,Value 1,2013-04-12 13:42:29+00:00,Assign seriousness,Value 1,Case2168,Variant 14,14,Fluxicon Disco
19336,Take in charge ticket,complete,Value 9,2013-04-26 08:04:34+00:00,Take in charge ticket,Value 9,Case2168,Variant 14,14,Fluxicon Disco
19337,Wait,complete,Value 9,2013-04-29 10:49:07+00:00,Wait,Value 9,Case2168,Variant 14,14,Fluxicon Disco
19338,Wait,complete,Value 9,2013-04-30 10:36:00+00:00,Wait,Value 9,Case2168,Variant 14,14,Fluxicon Disco
19339,Resolve ticket,complete,Value 9,2013-04-30 10:36:32+00:00,Resolve ticket,Value 9,Case2168,Variant 14,14,Fluxicon Disco
19340,Closed,complete,Value 3,2013-05-15 10:36:47+00:00,Closed,Value 3,Case2168,Variant 14,14,Fluxicon Disco
19341,Assign seriousness,complete,Value 1,2013-04-12 15:00:00+00:00,Assign seriousness,Value 1,Case3614,Variant 1,1,Fluxicon Disco
19342,Take in charge ticket,complete,Value 2,2013-04-22 07:16:39+00:00,Take in charge ticket,Value 2,Case3614,Variant 1,1,Fluxicon Disco
19343,Resolve ticket,complete,Value 6,2013-05-14 08:38:55+00:00,Resolve ticket,Value 6,Case3614,Variant 1,1,Fluxicon Disco
19344,Closed,complete,Value 3,2013-05-29 08:39:08+00:00,Closed,Value 3,Case3614,Variant 1,1,Fluxicon Disco
19345,Assign seriousness,complete,Value 4,2013-04-15 12:41:20+00:00,Assign seriousness,Value 4,Case31,Variant 45,45,Fluxicon Disco
19346,Take in charge ticket,complete,Value 9,2013-04-18 07:06:11+00:00,Take in charge ticket,Value 9,Case31,Variant 45,45,Fluxicon Disco
19347,Create SW anomaly,complete,Value 9,2013-04-18 07:18:02+00:00,Create SW anomaly,Value 9,Case31,Variant 45,45,Fluxicon Disco
19348,Require upgrade,complete,Value 9,2013-04-18 07:18:23+00:00,Require upgrade,Value 9,Case31,Variant 45,45,Fluxicon Disco
19349,Resolve ticket,complete,Value 9,2013-05-15 13:30:39+00:00,Resolve ticket,Value 9,Case31,Variant 45,45,Fluxicon Disco
19350,Closed,complete,Value 3,2013-05-30 13:31:00+00:00,Closed,Value 3,Case31,Variant 45,45,Fluxicon Disco
19351,Assign seriousness,complete,Value 4,2013-04-15 12:47:52+00:00,Assign seriousness,Value 4,Case2571,Variant 2,2,Fluxicon Disco
19352,Take in charge ticket,complete,Value 9,2013-04-29 12:42:14+00:00,Take in charge ticket,Value 9,Case2571,Variant 2,2,Fluxicon Disco
19353,Wait,complete,Value 9,2013-04-29 14:30:25+00:00,Wait,Value 9,Case2571,Variant 2,2,Fluxicon Disco
19354,Resolve ticket,complete,Value 9,2013-05-08 07:42:42+00:00,Resolve ticket,Value 9,Case2571,Variant 2,2,Fluxicon Disco
19355,Closed,complete,Value 3,2013-05-23 07:42:59+00:00,Closed,Value 3,Case2571,Variant 2,2,Fluxicon Disco
19356,Assign seriousness,complete,Value 4,2013-04-15 13:53:52+00:00,Assign seriousness,Value 4,Case1319,Variant 1,1,Fluxicon Disco
19357,Take in charge ticket,complete,Value 2,2013-05-08 07:57:41+00:00,Take in charge ticket,Value 2,Case1319,Variant 1,1,Fluxicon Disco
19358,Resolve ticket,complete,Value 1,2013-05-08 10:19:38+00:00,Resolve ticket,Value 1,Case1319,Variant 1,1,Fluxicon Disco
19359,Closed,complete,Value 3,2013-05-23 10:19:50+00:00,Closed,Value 3,Case1319,Variant 1,1,Fluxicon Disco
19360,Assign seriousness,complete,Value 4,2013-04-15 14:41:38+00:00,Assign seriousness,Value 4,Case1239,Variant 2,2,Fluxicon Disco
19361,Take in charge ticket,complete,Value 4,2013-04-15 15:04:56+00:00,Take in charge ticket,Value 4,Case1239,Variant 2,2,Fluxicon Disco
19362,Wait,complete,Value 4,2013-04-30 10:24:11+00:00,Wait,Value 4,Case1239,Variant 2,2,Fluxicon Disco
19363,Resolve ticket,complete,Value 4,2013-05-02 13:21:41+00:00,Resolve ticket,Value 4,Case1239,Variant 2,2,Fluxicon Disco
19364,Closed,complete,Value 3,2013-05-17 13:22:01+00:00,Closed,Value 3,Case1239,Variant 2,2,Fluxicon Disco
19365,Assign seriousness,complete,Value 1,2013-04-16 13:34:00+00:00,Assign seriousness,Value 1,Case4194,Variant 1,1,Fluxicon Disco
19366,Take in charge ticket,complete,Value 16,2013-05-08 13:09:27+00:00,Take in charge ticket,Value 16,Case4194,Variant 1,1,Fluxicon Disco
19367,Resolve ticket,complete,Value 16,2013-05-08 14:40:26+00:00,Resolve ticket,Value 16,Case4194,Variant 1,1,Fluxicon Disco
19368,Closed,complete,Value 3,2013-05-23 14:40:40+00:00,Closed,Value 3,Case4194,Variant 1,1,Fluxicon Disco
19369,Assign seriousness,complete,Value 1,2013-04-16 13:36:13+00:00,Assign seriousness,Value 1,Case1027,Variant 2,2,Fluxicon Disco
19370,Take in charge ticket,complete,Value 2,2013-04-29 08:23:18+00:00,Take in charge ticket,Value 2,Case1027,Variant 2,2,Fluxicon Disco
19371,Wait,complete,Value 14,2013-04-29 15:18:01+00:00,Wait,Value 14,Case1027,Variant 2,2,Fluxicon Disco
19372,Resolve ticket,complete,Value 14,2013-05-15 09:33:16+00:00,Resolve ticket,Value 14,Case1027,Variant 2,2,Fluxicon Disco
19373,Closed,complete,Value 3,2013-05-30 09:33:30+00:00,Closed,Value 3,Case1027,Variant 2,2,Fluxicon Disco
19374,Take in charge ticket,complete,Value 1,2013-04-16 13:47:17+00:00,Take in charge ticket,Value 1,Case3569,Variant 11,11,Fluxicon Disco
19375,Resolve ticket,complete,Value 1,2013-05-23 12:41:20+00:00,Resolve ticket,Value 1,Case3569,Variant 11,11,Fluxicon Disco
19376,Closed,complete,Value 3,2013-06-07 12:41:42+00:00,Closed,Value 3,Case3569,Variant 11,11,Fluxicon Disco
19377,Assign seriousness,complete,Value 1,2013-04-17 07:29:31+00:00,Assign seriousness,Value 1,Case2616,Variant 25,25,Fluxicon Disco
19378,Wait,complete,Value 1,2013-04-29 08:15:52+00:00,Wait,Value 1,Case2616,Variant 25,25,Fluxicon Disco
19379,Resolve ticket,complete,Value 1,2013-05-03 10:17:48+00:00,Resolve ticket,Value 1,Case2616,Variant 25,25,Fluxicon Disco
19380,Closed,complete,Value 3,2013-05-18 10:18:02+00:00,Closed,Value 3,Case2616,Variant 25,25,Fluxicon Disco
19381,Assign seriousness,complete,Value 1,2013-04-17 07:40:27+00:00,Assign seriousness,Value 1,Case1543,Variant 2,2,Fluxicon Disco
19382,Take in charge ticket,complete,Value 2,2013-05-02 10:34:28+00:00,Take in charge ticket,Value 2,Case1543,Variant 2,2,Fluxicon Disco
19383,Wait,complete,Value 4,2013-05-02 10:49:00+00:00,Wait,Value 4,Case1543,Variant 2,2,Fluxicon Disco
19384,Resolve ticket,complete,Value 4,2013-05-08 12:19:28+00:00,Resolve ticket,Value 4,Case1543,Variant 2,2,Fluxicon Disco
19385,Closed,complete,Value 3,2013-05-23 12:19:40+00:00,Closed,Value 3,Case1543,Variant 2,2,Fluxicon Disco
19386,Assign seriousness,complete,Value 14,2013-04-17 14:01:25+00:00,Assign seriousness,Value 14,Case1254,Variant 127,127,Fluxicon Disco
19387,Assign seriousness,complete,Value 2,2013-04-17 14:14:55+00:00,Assign seriousness,Value 2,Case1254,Variant 127,127,Fluxicon Disco
19388,Wait,complete,Value 1,2013-04-26 10:59:44+00:00,Wait,Value 1,Case1254,Variant 127,127,Fluxicon Disco
19389,Wait,complete,Value 1,2013-05-03 07:26:24+00:00,Wait,Value 1,Case1254,Variant 127,127,Fluxicon Disco
19390,Resolve ticket,complete,Value 1,2013-05-07 15:35:43+00:00,Resolve ticket,Value 1,Case1254,Variant 127,127,Fluxicon Disco
19391,Closed,complete,Value 3,2013-05-22 15:35:58+00:00,Closed,Value 3,Case1254,Variant 127,127,Fluxicon Disco
19392,Assign seriousness,complete,Value 14,2013-04-17 14:05:14+00:00,Assign seriousness,Value 14,Case3338,Variant 40,40,Fluxicon Disco
19393,Require upgrade,complete,Value 1,2013-04-24 08:38:05+00:00,Require upgrade,Value 1,Case3338,Variant 40,40,Fluxicon Disco
19394,Resolve ticket,complete,Value 4,2013-05-31 13:28:03+00:00,Resolve ticket,Value 4,Case3338,Variant 40,40,Fluxicon Disco
19395,Closed,complete,Value 3,2013-06-15 13:28:24+00:00,Closed,Value 3,Case3338,Variant 40,40,Fluxicon Disco
19396,Assign seriousness,complete,Value 1,2013-04-17 15:14:41+00:00,Assign seriousness,Value 1,Case1975,Variant 1,1,Fluxicon Disco
19397,Take in charge ticket,complete,Value 2,2013-04-29 07:32:38+00:00,Take in charge ticket,Value 2,Case1975,Variant 1,1,Fluxicon Disco
19398,Resolve ticket,complete,Value 4,2013-05-06 14:19:02+00:00,Resolve ticket,Value 4,Case1975,Variant 1,1,Fluxicon Disco
19399,Closed,complete,Value 3,2013-05-21 14:19:16+00:00,Closed,Value 3,Case1975,Variant 1,1,Fluxicon Disco
19400,Assign seriousness,complete,Value 1,2013-04-17 15:36:46+00:00,Assign seriousness,Value 1,Case2881,Variant 178,178,Fluxicon Disco
19401,Require upgrade,complete,Value 4,2013-04-24 14:30:41+00:00,Require upgrade,Value 4,Case2881,Variant 178,178,Fluxicon Disco
19402,Require upgrade,complete,Value 4,2013-04-24 14:30:41+00:00,Require upgrade,Value 4,Case2881,Variant 178,178,Fluxicon Disco
19403,Resolve ticket,complete,Value 4,2013-05-31 13:26:54+00:00,Resolve ticket,Value 4,Case2881,Variant 178,178,Fluxicon Disco
19404,Closed,complete,Value 3,2013-06-15 13:27:14+00:00,Closed,Value 3,Case2881,Variant 178,178,Fluxicon Disco
19405,Assign seriousness,complete,Value 14,2013-04-18 10:36:43+00:00,Assign seriousness,Value 14,Case3546,Variant 2,2,Fluxicon Disco
19406,Take in charge ticket,complete,Value 9,2013-04-30 15:35:44+00:00,Take in charge ticket,Value 9,Case3546,Variant 2,2,Fluxicon Disco
19407,Wait,complete,Value 9,2013-05-02 12:32:46+00:00,Wait,Value 9,Case3546,Variant 2,2,Fluxicon Disco
19408,Resolve ticket,complete,Value 9,2013-05-08 07:37:00+00:00,Resolve ticket,Value 9,Case3546,Variant 2,2,Fluxicon Disco
19409,Closed,complete,Value 3,2013-05-23 07:37:09+00:00,Closed,Value 3,Case3546,Variant 2,2,Fluxicon Disco
19410,Assign seriousness,complete,Value 14,2013-04-18 16:00:26+00:00,Assign seriousness,Value 14,Case4241,Variant 1,1,Fluxicon Disco
19411,Take in charge ticket,complete,Value 14,2013-05-14 14:57:21+00:00,Take in charge ticket,Value 14,Case4241,Variant 1,1,Fluxicon Disco
19412,Resolve ticket,complete,Value 14,2013-05-14 15:28:42+00:00,Resolve ticket,Value 14,Case4241,Variant 1,1,Fluxicon Disco
19413,Closed,complete,Value 3,2013-05-29 15:29:00+00:00,Closed,Value 3,Case4241,Variant 1,1,Fluxicon Disco
19414,Assign seriousness,complete,Value 14,2013-04-19 07:09:39+00:00,Assign seriousness,Value 14,Case2555,Variant 2,2,Fluxicon Disco
19415,Take in charge ticket,complete,Value 9,2013-05-02 12:42:06+00:00,Take in charge ticket,Value 9,Case2555,Variant 2,2,Fluxicon Disco
19416,Wait,complete,Value 9,2013-05-06 12:32:04+00:00,Wait,Value 9,Case2555,Variant 2,2,Fluxicon Disco
19417,Resolve ticket,complete,Value 9,2013-05-17 15:59:53+00:00,Resolve ticket,Value 9,Case2555,Variant 2,2,Fluxicon Disco
19418,Closed,complete,Value 3,2013-06-01 16:00:14+00:00,Closed,Value 3,Case2555,Variant 2,2,Fluxicon Disco
19419,Assign seriousness,complete,Value 14,2013-04-19 10:06:26+00:00,Assign seriousness,Value 14,Case2322,Variant 1,1,Fluxicon Disco
19420,Take in charge ticket,complete,Value 2,2013-05-03 15:18:14+00:00,Take in charge ticket,Value 2,Case2322,Variant 1,1,Fluxicon Disco
19421,Resolve ticket,complete,Value 4,2013-05-07 09:36:48+00:00,Resolve ticket,Value 4,Case2322,Variant 1,1,Fluxicon Disco
19422,Closed,complete,Value 3,2013-05-22 09:36:58+00:00,Closed,Value 3,Case2322,Variant 1,1,Fluxicon Disco
19423,Assign seriousness,complete,Value 14,2013-04-19 14:03:02+00:00,Assign seriousness,Value 14,Case456,Variant 1,1,Fluxicon Disco
19424,Take in charge ticket,complete,Value 2,2013-05-30 15:11:41+00:00,Take in charge ticket,Value 2,Case456,Variant 1,1,Fluxicon Disco
19425,Resolve ticket,complete,Value 4,2013-05-31 13:36:30+00:00,Resolve ticket,Value 4,Case456,Variant 1,1,Fluxicon Disco
19426,Closed,complete,Value 3,2013-06-15 13:36:44+00:00,Closed,Value 3,Case456,Variant 1,1,Fluxicon Disco
19427,Assign seriousness,complete,Value 14,2013-04-19 14:15:35+00:00,Assign seriousness,Value 14,Case1109,Variant 2,2,Fluxicon Disco
19428,Take in charge ticket,complete,Value 9,2013-04-26 10:01:22+00:00,Take in charge ticket,Value 9,Case1109,Variant 2,2,Fluxicon Disco
19429,Wait,complete,Value 9,2013-04-29 10:35:28+00:00,Wait,Value 9,Case1109,Variant 2,2,Fluxicon Disco
19430,Resolve ticket,complete,Value 9,2013-05-06 07:34:25+00:00,Resolve ticket,Value 9,Case1109,Variant 2,2,Fluxicon Disco
19431,Closed,complete,Value 3,2013-05-21 07:34:36+00:00,Closed,Value 3,Case1109,Variant 2,2,Fluxicon Disco
19432,Assign seriousness,complete,Value 14,2013-04-19 14:31:08+00:00,Assign seriousness,Value 14,Case202,Variant 2,2,Fluxicon Disco
19433,Take in charge ticket,complete,Value 14,2013-04-19 14:55:31+00:00,Take in charge ticket,Value 14,Case202,Variant 2,2,Fluxicon Disco
19434,Wait,complete,Value 14,2013-04-19 15:15:44+00:00,Wait,Value 14,Case202,Variant 2,2,Fluxicon Disco
19435,Resolve ticket,complete,Value 14,2013-05-14 12:39:59+00:00,Resolve ticket,Value 14,Case202,Variant 2,2,Fluxicon Disco
19436,Closed,complete,Value 3,2013-05-29 12:40:19+00:00,Closed,Value 3,Case202,Variant 2,2,Fluxicon Disco
19437,Assign seriousness,complete,Value 1,2013-04-19 16:00:59+00:00,Assign seriousness,Value 1,Case980,Variant 21,21,Fluxicon Disco
19438,Assign seriousness,complete,Value 2,2013-05-15 10:04:42+00:00,Assign seriousness,Value 2,Case980,Variant 21,21,Fluxicon Disco
19439,Resolve ticket,complete,Value 2,2013-05-15 10:05:53+00:00,Resolve ticket,Value 2,Case980,Variant 21,21,Fluxicon Disco
19440,Closed,complete,Value 3,2013-05-30 10:06:11+00:00,Closed,Value 3,Case980,Variant 21,21,Fluxicon Disco
19441,Assign seriousness,complete,Value 14,2013-04-22 12:51:52+00:00,Assign seriousness,Value 14,Case986,Variant 2,2,Fluxicon Disco
19442,Take in charge ticket,complete,Value 12,2013-04-29 07:50:34+00:00,Take in charge ticket,Value 12,Case986,Variant 2,2,Fluxicon Disco
19443,Wait,complete,Value 12,2013-04-29 08:41:33+00:00,Wait,Value 12,Case986,Variant 2,2,Fluxicon Disco
19444,Resolve ticket,complete,Value 12,2013-05-10 07:24:20+00:00,Resolve ticket,Value 12,Case986,Variant 2,2,Fluxicon Disco
19445,Closed,complete,Value 3,2013-05-25 07:24:42+00:00,Closed,Value 3,Case986,Variant 2,2,Fluxicon Disco
19446,Assign seriousness,complete,Value 1,2013-04-22 15:22:15+00:00,Assign seriousness,Value 1,Case3517,Variant 2,2,Fluxicon Disco
19447,Take in charge ticket,complete,Value 2,2013-04-23 16:04:10+00:00,Take in charge ticket,Value 2,Case3517,Variant 2,2,Fluxicon Disco
19448,Wait,complete,Value 2,2013-05-08 07:49:08+00:00,Wait,Value 2,Case3517,Variant 2,2,Fluxicon Disco
19449,Resolve ticket,complete,Value 2,2013-05-08 12:29:47+00:00,Resolve ticket,Value 2,Case3517,Variant 2,2,Fluxicon Disco
19450,Closed,complete,Value 3,2013-05-23 12:30:00+00:00,Closed,Value 3,Case3517,Variant 2,2,Fluxicon Disco
19451,Assign seriousness,complete,Value 1,2013-04-22 15:27:04+00:00,Assign seriousness,Value 1,Case1450,Variant 2,2,Fluxicon Disco
19452,Take in charge ticket,complete,Value 2,2013-05-03 07:47:34+00:00,Take in charge ticket,Value 2,Case1450,Variant 2,2,Fluxicon Disco
19453,Wait,complete,Value 2,2013-05-08 07:49:26+00:00,Wait,Value 2,Case1450,Variant 2,2,Fluxicon Disco
19454,Resolve ticket,complete,Value 2,2013-05-08 12:30:22+00:00,Resolve ticket,Value 2,Case1450,Variant 2,2,Fluxicon Disco
19455,Closed,complete,Value 3,2013-05-23 12:30:40+00:00,Closed,Value 3,Case1450,Variant 2,2,Fluxicon Disco
19456,Assign seriousness,complete,Value 1,2013-04-22 15:34:28+00:00,Assign seriousness,Value 1,Case845,Variant 2,2,Fluxicon Disco
19457,Take in charge ticket,complete,Value 1,2013-04-30 07:14:40+00:00,Take in charge ticket,Value 1,Case845,Variant 2,2,Fluxicon Disco
19458,Wait,complete,Value 1,2013-04-30 14:25:44+00:00,Wait,Value 1,Case845,Variant 2,2,Fluxicon Disco
19459,Resolve ticket,complete,Value 2,2013-05-16 14:28:24+00:00,Resolve ticket,Value 2,Case845,Variant 2,2,Fluxicon Disco
19460,Closed,complete,Value 3,2013-05-31 14:28:43+00:00,Closed,Value 3,Case845,Variant 2,2,Fluxicon Disco
19461,Assign seriousness,complete,Value 1,2013-04-23 10:11:02+00:00,Assign seriousness,Value 1,Case849,Variant 1,1,Fluxicon Disco
19462,Take in charge ticket,complete,Value 2,2013-05-09 08:47:53+00:00,Take in charge ticket,Value 2,Case849,Variant 1,1,Fluxicon Disco
19463,Resolve ticket,complete,Value 2,2013-05-09 14:49:38+00:00,Resolve ticket,Value 2,Case849,Variant 1,1,Fluxicon Disco
19464,Closed,complete,Value 3,2013-05-24 14:49:51+00:00,Closed,Value 3,Case849,Variant 1,1,Fluxicon Disco
19465,Assign seriousness,complete,Value 14,2013-04-23 10:12:28+00:00,Assign seriousness,Value 14,Case2849,Variant 8,8,Fluxicon Disco
19466,Resolve ticket,complete,Value 2,2013-05-09 08:47:24+00:00,Resolve ticket,Value 2,Case2849,Variant 8,8,Fluxicon Disco
19467,Resolve ticket,complete,Value 2,2013-05-09 08:47:25+00:00,Resolve ticket,Value 2,Case2849,Variant 8,8,Fluxicon Disco
19468,Closed,complete,Value 3,2013-05-24 08:47:41+00:00,Closed,Value 3,Case2849,Variant 8,8,Fluxicon Disco
19469,Assign seriousness,complete,Value 1,2013-04-23 10:46:27+00:00,Assign seriousness,Value 1,Case1610,Variant 1,1,Fluxicon Disco
19470,Take in charge ticket,complete,Value 1,2013-05-08 07:56:51+00:00,Take in charge ticket,Value 1,Case1610,Variant 1,1,Fluxicon Disco
19471,Resolve ticket,complete,Value 1,2013-06-03 14:42:39+00:00,Resolve ticket,Value 1,Case1610,Variant 1,1,Fluxicon Disco
19472,Closed,complete,Value 3,2013-06-18 14:42:59+00:00,Closed,Value 3,Case1610,Variant 1,1,Fluxicon Disco
19473,Assign seriousness,complete,Value 14,2013-04-23 16:07:34+00:00,Assign seriousness,Value 14,Case140,Variant 1,1,Fluxicon Disco
19474,Take in charge ticket,complete,Value 2,2013-06-07 08:55:58+00:00,Take in charge ticket,Value 2,Case140,Variant 1,1,Fluxicon Disco
19475,Resolve ticket,complete,Value 14,2013-06-07 09:05:27+00:00,Resolve ticket,Value 14,Case140,Variant 1,1,Fluxicon Disco
19476,Closed,complete,Value 3,2013-06-22 09:05:45+00:00,Closed,Value 3,Case140,Variant 1,1,Fluxicon Disco
19477,Assign seriousness,complete,Value 14,2013-04-23 16:10:56+00:00,Assign seriousness,Value 14,Case3913,Variant 5,5,Fluxicon Disco
19478,Resolve ticket,complete,Value 14,2013-05-20 10:10:09+00:00,Resolve ticket,Value 14,Case3913,Variant 5,5,Fluxicon Disco
19479,Closed,complete,Value 3,2013-06-04 10:10:17+00:00,Closed,Value 3,Case3913,Variant 5,5,Fluxicon Disco
19480,Assign seriousness,complete,Value 14,2013-04-24 08:58:31+00:00,Assign seriousness,Value 14,Case3324,Variant 2,2,Fluxicon Disco
19481,Take in charge ticket,complete,Value 2,2013-05-09 07:36:43+00:00,Take in charge ticket,Value 2,Case3324,Variant 2,2,Fluxicon Disco
19482,Wait,complete,Value 4,2013-05-09 08:38:52+00:00,Wait,Value 4,Case3324,Variant 2,2,Fluxicon Disco
19483,Resolve ticket,complete,Value 4,2013-05-16 15:57:59+00:00,Resolve ticket,Value 4,Case3324,Variant 2,2,Fluxicon Disco
19484,Closed,complete,Value 3,2013-05-31 15:58:12+00:00,Closed,Value 3,Case3324,Variant 2,2,Fluxicon Disco
19485,Assign seriousness,complete,Value 14,2013-04-24 09:05:18+00:00,Assign seriousness,Value 14,Case504,Variant 2,2,Fluxicon Disco
19486,Take in charge ticket,complete,Value 2,2013-04-24 09:32:46+00:00,Take in charge ticket,Value 2,Case504,Variant 2,2,Fluxicon Disco
19487,Wait,complete,Value 4,2013-05-08 12:45:32+00:00,Wait,Value 4,Case504,Variant 2,2,Fluxicon Disco
19488,Resolve ticket,complete,Value 4,2013-05-16 12:28:25+00:00,Resolve ticket,Value 4,Case504,Variant 2,2,Fluxicon Disco
19489,Closed,complete,Value 3,2013-05-31 12:28:42+00:00,Closed,Value 3,Case504,Variant 2,2,Fluxicon Disco
19490,Insert ticket,complete,Value 14,2013-04-24 09:56:51+00:00,Insert ticket,Value 14,Case1577,Variant 31,31,Fluxicon Disco
19491,Assign seriousness,complete,Value 14,2013-04-24 10:03:05+00:00,Assign seriousness,Value 14,Case1577,Variant 31,31,Fluxicon Disco
19492,Assign seriousness,complete,Value 9,2013-04-26 08:08:24+00:00,Assign seriousness,Value 9,Case1577,Variant 31,31,Fluxicon Disco
19493,Take in charge ticket,complete,Value 12,2013-04-29 08:44:36+00:00,Take in charge ticket,Value 12,Case1577,Variant 31,31,Fluxicon Disco
19494,Resolve ticket,complete,Value 12,2013-05-10 07:18:08+00:00,Resolve ticket,Value 12,Case1577,Variant 31,31,Fluxicon Disco
19495,Closed,complete,Value 3,2013-05-25 07:18:25+00:00,Closed,Value 3,Case1577,Variant 31,31,Fluxicon Disco
19496,Assign seriousness,complete,Value 14,2013-04-24 10:46:12+00:00,Assign seriousness,Value 14,Case3974,Variant 2,2,Fluxicon Disco
19497,Take in charge ticket,complete,Value 2,2013-05-09 07:37:13+00:00,Take in charge ticket,Value 2,Case3974,Variant 2,2,Fluxicon Disco
19498,Wait,complete,Value 4,2013-05-10 07:28:04+00:00,Wait,Value 4,Case3974,Variant 2,2,Fluxicon Disco
19499,Resolve ticket,complete,Value 4,2013-05-10 10:03:46+00:00,Resolve ticket,Value 4,Case3974,Variant 2,2,Fluxicon Disco
19500,Closed,complete,Value 3,2013-05-25 10:04:03+00:00,Closed,Value 3,Case3974,Variant 2,2,Fluxicon Disco
19501,Assign seriousness,complete,Value 14,2013-04-24 14:23:56+00:00,Assign seriousness,Value 14,Case1246,Variant 2,2,Fluxicon Disco
19502,Take in charge ticket,complete,Value 9,2013-05-08 08:22:19+00:00,Take in charge ticket,Value 9,Case1246,Variant 2,2,Fluxicon Disco
19503,Wait,complete,Value 9,2013-05-08 12:46:37+00:00,Wait,Value 9,Case1246,Variant 2,2,Fluxicon Disco
19504,Resolve ticket,complete,Value 9,2013-05-17 16:00:47+00:00,Resolve ticket,Value 9,Case1246,Variant 2,2,Fluxicon Disco
19505,Closed,complete,Value 3,2013-06-01 16:01:04+00:00,Closed,Value 3,Case1246,Variant 2,2,Fluxicon Disco
19506,Assign seriousness,complete,Value 14,2013-04-24 14:39:28+00:00,Assign seriousness,Value 14,Case3696,Variant 2,2,Fluxicon Disco
19507,Take in charge ticket,complete,Value 2,2013-05-10 14:41:45+00:00,Take in charge ticket,Value 2,Case3696,Variant 2,2,Fluxicon Disco
19508,Wait,complete,Value 14,2013-05-13 09:00:17+00:00,Wait,Value 14,Case3696,Variant 2,2,Fluxicon Disco
19509,Resolve ticket,complete,Value 1,2013-06-03 12:11:33+00:00,Resolve ticket,Value 1,Case3696,Variant 2,2,Fluxicon Disco
19510,Closed,complete,Value 3,2013-06-18 12:11:48+00:00,Closed,Value 3,Case3696,Variant 2,2,Fluxicon Disco
