,case_id,prefix_length,activities,resources,timestamps,next_activity
9791,Case4303,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 14', 'Value 14', 'Value 14']","[Timestamp('2010-11-23 11:14:21+0000', tz='UTC'), Timestamp('2010-11-23 11:14:41+0000', tz='UTC'), Timestamp('2010-11-23 11:14:58+0000', tz='UTC')]",Take in charge ticket
9792,Case4303,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket']","['Value 14', 'Value 14', 'Value 14', 'Value 14']","[Timestamp('2010-11-23 11:14:21+0000', tz='UTC'), Timestamp('2010-11-23 11:14:41+0000', tz='UTC'), Timestamp('2010-11-23 11:14:58+0000', tz='UTC'), Timestamp('2010-11-25 09:13:24+0000', tz='UTC')]",Resolve ticket
9793,Case4304,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-04-02 14:36:46+0000', tz='UTC')]",Take in charge ticket
9794,Case4304,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[Timestamp('2012-04-02 14:36:46+0000', tz='UTC'), Timestamp('2012-04-03 10:51:10+0000', tz='UTC')]",Take in charge ticket
9795,Case4304,3,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket']","['Value 1', 'Value 9', 'Value 9']","[Timestamp('2012-04-02 14:36:46+0000', tz='UTC'), Timestamp('2012-04-03 10:51:10+0000', tz='UTC'), Timestamp('2012-04-06 08:45:53+0000', tz='UTC')]",Resolve ticket
9796,Case4305,1,['Assign seriousness'],['Value 13'],"[Timestamp('2012-06-20 14:36:38+0000', tz='UTC')]",Take in charge ticket
9797,Case4305,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 9']","[Timestamp('2012-06-20 14:36:38+0000', tz='UTC'), Timestamp('2012-06-21 13:37:00+0000', tz='UTC')]",Wait
9798,Case4305,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 13', 'Value 9', 'Value 9']","[Timestamp('2012-06-20 14:36:38+0000', tz='UTC'), Timestamp('2012-06-21 13:37:00+0000', tz='UTC'), Timestamp('2012-06-21 13:37:26+0000', tz='UTC')]",Resolve ticket
9799,Case4306,1,['Assign seriousness'],['Value 6'],"[Timestamp('2010-12-02 09:52:55+0000', tz='UTC')]",Take in charge ticket
9800,Case4306,2,"['Assign seriousness', 'Take in charge ticket']","['Value 6', 'Value 6']","[Timestamp('2010-12-02 09:52:55+0000', tz='UTC'), Timestamp('2010-12-02 10:10:31+0000', tz='UTC')]",Resolve ticket
9801,Case4307,1,['Assign seriousness'],['Value 2'],"[Timestamp('2010-09-03 07:13:54+0000', tz='UTC')]",Take in charge ticket
9802,Case4307,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[Timestamp('2010-09-03 07:13:54+0000', tz='UTC'), Timestamp('2010-09-10 15:23:23+0000', tz='UTC')]",Resolve ticket
9803,Case4308,1,['Assign seriousness'],['Value 2'],"[Timestamp('2011-09-15 09:32:13+0000', tz='UTC')]",Take in charge ticket
9804,Case4308,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[Timestamp('2011-09-15 09:32:13+0000', tz='UTC'), Timestamp('2011-09-15 09:32:46+0000', tz='UTC')]",Resolve ticket
9805,Case4309,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-06-11 07:12:31+0000', tz='UTC')]",Take in charge ticket
9806,Case4309,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[Timestamp('2012-06-11 07:12:31+0000', tz='UTC'), Timestamp('2012-06-20 13:45:36+0000', tz='UTC')]",Wait
9807,Case4309,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 2', 'Value 2']","[Timestamp('2012-06-11 07:12:31+0000', tz='UTC'), Timestamp('2012-06-20 13:45:36+0000', tz='UTC'), Timestamp('2012-06-25 15:30:13+0000', tz='UTC')]",Resolve ticket
9808,Case431,1,['Assign seriousness'],['Value 2'],"[Timestamp('2012-02-02 15:06:04+0000', tz='UTC')]",Take in charge ticket
9809,Case431,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[Timestamp('2012-02-02 15:06:04+0000', tz='UTC'), Timestamp('2012-02-02 15:06:16+0000', tz='UTC')]",Resolve ticket
9810,Case4310,1,['Assign seriousness'],['Value 2'],"[Timestamp('2010-04-12 07:41:13+0000', tz='UTC')]",Take in charge ticket
9811,Case4310,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[Timestamp('2010-04-12 07:41:13+0000', tz='UTC'), Timestamp('2010-04-12 07:41:21+0000', tz='UTC')]",Resolve ticket
9812,Case4311,1,['Assign seriousness'],['Value 2'],"[Timestamp('2012-05-25 14:24:46+0000', tz='UTC')]",Take in charge ticket
9813,Case4311,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[Timestamp('2012-05-25 14:24:46+0000', tz='UTC'), Timestamp('2012-05-25 16:37:19+0000', tz='UTC')]",Resolve ticket
9814,Case4312,1,['Assign seriousness'],['Value 2'],"[Timestamp('2010-12-16 11:06:41+0000', tz='UTC')]",Take in charge ticket
9815,Case4312,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[Timestamp('2010-12-16 11:06:41+0000', tz='UTC'), Timestamp('2010-12-16 11:07:00+0000', tz='UTC')]",Resolve ticket
9816,Case4313,1,['Assign seriousness'],['Value 13'],"[Timestamp('2012-07-19 07:32:21+0000', tz='UTC')]",Take in charge ticket
9817,Case4313,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13']","[Timestamp('2012-07-19 07:32:21+0000', tz='UTC'), Timestamp('2012-07-19 07:32:34+0000', tz='UTC')]",Resolve ticket
9818,Case4314,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-01-11 10:39:13+0000', tz='UTC')]",Take in charge ticket
9819,Case4314,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[Timestamp('2012-01-11 10:39:13+0000', tz='UTC'), Timestamp('2012-01-16 09:45:21+0000', tz='UTC')]",Wait
9820,Case4314,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 9', 'Value 9']","[Timestamp('2012-01-11 10:39:13+0000', tz='UTC'), Timestamp('2012-01-16 09:45:21+0000', tz='UTC'), Timestamp('2012-01-18 09:01:39+0000', tz='UTC')]",Resolve ticket
9821,Case4315,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-02-10 14:52:23+0000', tz='UTC')]",Take in charge ticket
9822,Case4315,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 6']","[Timestamp('2012-02-10 14:52:23+0000', tz='UTC'), Timestamp('2012-02-13 08:07:40+0000', tz='UTC')]",Resolve ticket
9823,Case4316,1,['Assign seriousness'],['Value 2'],"[Timestamp('2010-11-22 11:08:42+0000', tz='UTC')]",Take in charge ticket
9824,Case4316,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[Timestamp('2010-11-22 11:08:42+0000', tz='UTC'), Timestamp('2010-11-22 14:54:42+0000', tz='UTC')]",Resolve ticket
9825,Case4317,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-04-13 07:59:44+0000', tz='UTC')]",Resolve ticket
9826,Case4317,2,"['Assign seriousness', 'Resolve ticket']","['Value 1', 'Value 1']","[Timestamp('2012-04-13 07:59:44+0000', tz='UTC'), Timestamp('2012-04-13 08:00:59+0000', tz='UTC')]",Resolve ticket
9827,Case4318,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-03-28 11:01:04+0000', tz='UTC')]",Take in charge ticket
9828,Case4318,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[Timestamp('2011-03-28 11:01:04+0000', tz='UTC'), Timestamp('2011-03-28 11:01:50+0000', tz='UTC')]",Resolve ticket
9829,Case4319,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-05-09 09:18:27+0000', tz='UTC')]",Take in charge ticket
9830,Case4319,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 12']","[Timestamp('2012-05-09 09:18:27+0000', tz='UTC'), Timestamp('2012-05-10 07:15:17+0000', tz='UTC')]",Resolve ticket
9831,Case432,1,['Assign seriousness'],['Value 1'],"[Timestamp('2011-09-30 08:48:55+0000', tz='UTC')]",Take in charge ticket
9832,Case432,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[Timestamp('2011-09-30 08:48:55+0000', tz='UTC'), Timestamp('2011-09-30 13:46:24+0000', tz='UTC')]",Resolve ticket
9833,Case4320,1,['Assign seriousness'],['Value 1'],"[Timestamp('2011-10-20 15:57:36+0000', tz='UTC')]",Take in charge ticket
9834,Case4320,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[Timestamp('2011-10-20 15:57:36+0000', tz='UTC'), Timestamp('2011-10-28 12:46:18+0000', tz='UTC')]",Resolve ticket
9835,Case4321,1,['Assign seriousness'],['Value 9'],"[Timestamp('2010-10-07 15:03:31+0000', tz='UTC')]",Take in charge ticket
9836,Case4321,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 9']","[Timestamp('2010-10-07 15:03:31+0000', tz='UTC'), Timestamp('2010-10-08 13:59:09+0000', tz='UTC')]",Resolve ticket
9837,Case4322,1,['Assign seriousness'],['Value 2'],"[Timestamp('2011-08-03 08:04:37+0000', tz='UTC')]",Assign seriousness
9838,Case4322,2,"['Assign seriousness', 'Assign seriousness']","['Value 2', 'Value 9']","[Timestamp('2011-08-03 08:04:37+0000', tz='UTC'), Timestamp('2011-08-03 08:35:58+0000', tz='UTC')]",Take in charge ticket
9839,Case4322,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 9', 'Value 9']","[Timestamp('2011-08-03 08:04:37+0000', tz='UTC'), Timestamp('2011-08-03 08:35:58+0000', tz='UTC'), Timestamp('2011-08-03 09:41:16+0000', tz='UTC')]",Resolve ticket
9840,Case4323,1,['Assign seriousness'],['Value 1'],"[Timestamp('2011-09-26 14:57:23+0000', tz='UTC')]",Take in charge ticket
9841,Case4323,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 13']","[Timestamp('2011-09-26 14:57:23+0000', tz='UTC'), Timestamp('2011-09-30 07:42:17+0000', tz='UTC')]",Wait
9842,Case4323,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 13', 'Value 13']","[Timestamp('2011-09-26 14:57:23+0000', tz='UTC'), Timestamp('2011-09-30 07:42:17+0000', tz='UTC'), Timestamp('2011-10-06 13:32:24+0000', tz='UTC')]",Resolve ticket
9843,Case4324,1,['Assign seriousness'],['Value 1'],"[Timestamp('2013-02-01 08:25:36+0000', tz='UTC')]",Take in charge ticket
9844,Case4324,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[Timestamp('2013-02-01 08:25:36+0000', tz='UTC'), Timestamp('2013-03-11 08:50:30+0000', tz='UTC')]",Resolve ticket
9845,Case4325,1,['Assign seriousness'],['Value 2'],"[Timestamp('2013-07-10 10:59:08+0000', tz='UTC')]",Take in charge ticket
9846,Case4325,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 12']","[Timestamp('2013-07-10 10:59:08+0000', tz='UTC'), Timestamp('2013-07-29 07:58:37+0000', tz='UTC')]",Resolve ticket
9847,Case4326,1,['Assign seriousness'],['Value 13'],"[Timestamp('2012-09-03 15:52:09+0000', tz='UTC')]",Take in charge ticket
9848,Case4326,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 3']","[Timestamp('2012-09-03 15:52:09+0000', tz='UTC'), Timestamp('2012-09-06 07:19:03+0000', tz='UTC')]",Wait
9849,Case4326,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 13', 'Value 3', 'Value 2']","[Timestamp('2012-09-03 15:52:09+0000', tz='UTC'), Timestamp('2012-09-06 07:19:03+0000', tz='UTC'), Timestamp('2012-09-06 14:56:16+0000', tz='UTC')]",Resolve ticket
9850,Case4327,1,['Assign seriousness'],['Value 2'],"[Timestamp('2010-04-21 15:42:16+0000', tz='UTC')]",Take in charge ticket
9851,Case4327,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[Timestamp('2010-04-21 15:42:16+0000', tz='UTC'), Timestamp('2010-04-22 09:24:30+0000', tz='UTC')]",Wait
9852,Case4327,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 2', 'Value 2', 'Value 2']","[Timestamp('2010-04-21 15:42:16+0000', tz='UTC'), Timestamp('2010-04-22 09:24:30+0000', tz='UTC'), Timestamp('2010-04-23 07:22:48+0000', tz='UTC')]",Take in charge ticket
9853,Case4327,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 2', 'Value 2', 'Value 2', 'Value 2']","[Timestamp('2010-04-21 15:42:16+0000', tz='UTC'), Timestamp('2010-04-22 09:24:30+0000', tz='UTC'), Timestamp('2010-04-23 07:22:48+0000', tz='UTC'), Timestamp('2010-04-28 10:17:11+0000', tz='UTC')]",Wait
9854,Case4327,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait']","['Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2']","[Timestamp('2010-04-21 15:42:16+0000', tz='UTC'), Timestamp('2010-04-22 09:24:30+0000', tz='UTC'), Timestamp('2010-04-23 07:22:48+0000', tz='UTC'), Timestamp('2010-04-28 10:17:11+0000', tz='UTC'), Timestamp('2010-04-28 11:04:00+0000', tz='UTC')]",Take in charge ticket
9855,Case4327,6,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2']","[Timestamp('2010-04-21 15:42:16+0000', tz='UTC'), Timestamp('2010-04-22 09:24:30+0000', tz='UTC'), Timestamp('2010-04-23 07:22:48+0000', tz='UTC'), Timestamp('2010-04-28 10:17:11+0000', tz='UTC'), Timestamp('2010-04-28 11:04:00+0000', tz='UTC'), Timestamp('2010-05-11 10:01:21+0000', tz='UTC')]",Resolve ticket
9856,Case4328,1,['Assign seriousness'],['Value 13'],"[Timestamp('2012-07-20 15:36:36+0000', tz='UTC')]",Take in charge ticket
9857,Case4328,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 6']","[Timestamp('2012-07-20 15:36:36+0000', tz='UTC'), Timestamp('2012-07-24 07:13:51+0000', tz='UTC')]",Resolve ticket
9858,Case4329,1,['Assign seriousness'],['Value 16'],"[Timestamp('2010-04-02 07:21:01+0000', tz='UTC')]",Assign seriousness
9859,Case4329,2,"['Assign seriousness', 'Assign seriousness']","['Value 16', 'Value 16']","[Timestamp('2010-04-02 07:21:01+0000', tz='UTC'), Timestamp('2010-04-02 07:26:37+0000', tz='UTC')]",Take in charge ticket
9860,Case4329,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 16', 'Value 16', 'Value 16']","[Timestamp('2010-04-02 07:21:01+0000', tz='UTC'), Timestamp('2010-04-02 07:26:37+0000', tz='UTC'), Timestamp('2010-05-04 08:33:59+0000', tz='UTC')]",Resolve ticket
9861,Case4329,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 16', 'Value 16', 'Value 16', 'Value 16']","[Timestamp('2010-04-02 07:21:01+0000', tz='UTC'), Timestamp('2010-04-02 07:26:37+0000', tz='UTC'), Timestamp('2010-05-04 08:33:59+0000', tz='UTC'), Timestamp('2010-05-04 08:57:35+0000', tz='UTC')]",Resolve ticket
9862,Case4329,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket']","['Value 16', 'Value 16', 'Value 16', 'Value 16', 'Value 16']","[Timestamp('2010-04-02 07:21:01+0000', tz='UTC'), Timestamp('2010-04-02 07:26:37+0000', tz='UTC'), Timestamp('2010-05-04 08:33:59+0000', tz='UTC'), Timestamp('2010-05-04 08:57:35+0000', tz='UTC'), Timestamp('2010-05-04 08:57:50+0000', tz='UTC')]",Resolve ticket
9863,Case433,1,['Assign seriousness'],['Value 14'],"[Timestamp('2013-10-02 11:06:25+0000', tz='UTC')]",Take in charge ticket
9864,Case433,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 2']","[Timestamp('2013-10-02 11:06:25+0000', tz='UTC'), Timestamp('2013-10-02 12:30:30+0000', tz='UTC')]",Wait
9865,Case433,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 14', 'Value 2', 'Value 2']","[Timestamp('2013-10-02 11:06:25+0000', tz='UTC'), Timestamp('2013-10-02 12:30:30+0000', tz='UTC'), Timestamp('2013-10-11 07:07:41+0000', tz='UTC')]",Wait
9866,Case433,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Wait']","['Value 14', 'Value 2', 'Value 2', 'Value 2']","[Timestamp('2013-10-02 11:06:25+0000', tz='UTC'), Timestamp('2013-10-02 12:30:30+0000', tz='UTC'), Timestamp('2013-10-11 07:07:41+0000', tz='UTC'), Timestamp('2013-10-11 12:45:57+0000', tz='UTC')]",Resolve ticket
9867,Case4330,1,['Assign seriousness'],['Value 13'],"[Timestamp('2011-04-14 15:43:26+0000', tz='UTC')]",Take in charge ticket
9868,Case4330,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 2']","[Timestamp('2011-04-14 15:43:26+0000', tz='UTC'), Timestamp('2011-04-26 08:16:40+0000', tz='UTC')]",Wait
9869,Case4330,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 13', 'Value 2', 'Value 12']","[Timestamp('2011-04-14 15:43:26+0000', tz='UTC'), Timestamp('2011-04-26 08:16:40+0000', tz='UTC'), Timestamp('2011-04-26 13:36:40+0000', tz='UTC')]",Resolve ticket
9870,Case4331,1,['Assign seriousness'],['Value 9'],"[Timestamp('2010-09-30 09:14:54+0000', tz='UTC')]",Take in charge ticket
9871,Case4331,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 9']","[Timestamp('2010-09-30 09:14:54+0000', tz='UTC'), Timestamp('2010-09-30 13:37:01+0000', tz='UTC')]",Resolve ticket
9872,Case4332,1,['Assign seriousness'],['Value 14'],"[Timestamp('2013-07-02 14:36:01+0000', tz='UTC')]",Take in charge ticket
9873,Case4332,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 14']","[Timestamp('2013-07-02 14:36:01+0000', tz='UTC'), Timestamp('2013-07-18 12:40:43+0000', tz='UTC')]",Resolve ticket
9874,Case4333,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-02-01 08:38:05+0000', tz='UTC')]",Take in charge ticket
9875,Case4333,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[Timestamp('2011-02-01 08:38:05+0000', tz='UTC'), Timestamp('2011-02-01 08:38:23+0000', tz='UTC')]",Resolve ticket
9876,Case4334,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-03-15 13:24:42+0000', tz='UTC')]",Take in charge ticket
9877,Case4334,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 6']","[Timestamp('2012-03-15 13:24:42+0000', tz='UTC'), Timestamp('2012-03-16 08:13:04+0000', tz='UTC')]",Resolve ticket
9878,Case4335,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-01-25 08:22:50+0000', tz='UTC')]",Take in charge ticket
9879,Case4335,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2012-01-25 08:22:50+0000', tz='UTC'), Timestamp('2012-01-25 08:23:06+0000', tz='UTC')]",Resolve ticket
9880,Case4336,1,['Assign seriousness'],['Value 2'],"[Timestamp('2010-03-19 14:50:02+0000', tz='UTC')]",Take in charge ticket
9881,Case4336,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[Timestamp('2010-03-19 14:50:02+0000', tz='UTC'), Timestamp('2010-03-25 11:05:13+0000', tz='UTC')]",Wait
9882,Case4336,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 2', 'Value 2', 'Value 2']","[Timestamp('2010-03-19 14:50:02+0000', tz='UTC'), Timestamp('2010-03-25 11:05:13+0000', tz='UTC'), Timestamp('2010-03-26 14:22:38+0000', tz='UTC')]",Take in charge ticket
9883,Case4336,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 2', 'Value 2', 'Value 2', 'Value 2']","[Timestamp('2010-03-19 14:50:02+0000', tz='UTC'), Timestamp('2010-03-25 11:05:13+0000', tz='UTC'), Timestamp('2010-03-26 14:22:38+0000', tz='UTC'), Timestamp('2010-04-29 08:37:40+0000', tz='UTC')]",Resolve ticket
9884,Case4337,1,['Assign seriousness'],['Value 14'],"[Timestamp('2013-10-28 08:40:10+0000', tz='UTC')]",Take in charge ticket
9885,Case4337,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 2']","[Timestamp('2013-10-28 08:40:10+0000', tz='UTC'), Timestamp('2013-10-28 09:40:12+0000', tz='UTC')]",Wait
9886,Case4337,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 14', 'Value 2', 'Value 2']","[Timestamp('2013-10-28 08:40:10+0000', tz='UTC'), Timestamp('2013-10-28 09:40:12+0000', tz='UTC'), Timestamp('2013-10-29 08:26:53+0000', tz='UTC')]",Resolve ticket
9887,Case4338,1,['Assign seriousness'],['Value 13'],"[Timestamp('2012-12-20 16:25:01+0000', tz='UTC')]",Take in charge ticket
9888,Case4338,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 2']","[Timestamp('2012-12-20 16:25:01+0000', tz='UTC'), Timestamp('2013-01-03 10:27:59+0000', tz='UTC')]",Wait
9889,Case4338,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 13', 'Value 2', 'Value 1']","[Timestamp('2012-12-20 16:25:01+0000', tz='UTC'), Timestamp('2013-01-03 10:27:59+0000', tz='UTC'), Timestamp('2013-01-04 15:11:25+0000', tz='UTC')]",Take in charge ticket
9890,Case4338,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 13', 'Value 2', 'Value 1', 'Value 1']","[Timestamp('2012-12-20 16:25:01+0000', tz='UTC'), Timestamp('2013-01-03 10:27:59+0000', tz='UTC'), Timestamp('2013-01-04 15:11:25+0000', tz='UTC'), Timestamp('2013-01-04 15:21:50+0000', tz='UTC')]",Wait
9891,Case4338,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait']","['Value 13', 'Value 2', 'Value 1', 'Value 1', 'Value 1']","[Timestamp('2012-12-20 16:25:01+0000', tz='UTC'), Timestamp('2013-01-03 10:27:59+0000', tz='UTC'), Timestamp('2013-01-04 15:11:25+0000', tz='UTC'), Timestamp('2013-01-04 15:21:50+0000', tz='UTC'), Timestamp('2013-01-07 11:12:35+0000', tz='UTC')]",Resolve ticket
9892,Case4339,1,['Assign seriousness'],['Value 19'],"[Timestamp('2010-07-22 15:27:31+0000', tz='UTC')]",Assign seriousness
9893,Case4339,2,"['Assign seriousness', 'Assign seriousness']","['Value 19', 'Value 2']","[Timestamp('2010-07-22 15:27:31+0000', tz='UTC'), Timestamp('2010-07-26 08:13:14+0000', tz='UTC')]",Take in charge ticket
9894,Case4339,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 19', 'Value 2', 'Value 6']","[Timestamp('2010-07-22 15:27:31+0000', tz='UTC'), Timestamp('2010-07-26 08:13:14+0000', tz='UTC'), Timestamp('2010-07-28 10:48:47+0000', tz='UTC')]",Resolve ticket
9895,Case434,1,['Assign seriousness'],['Value 4'],"[Timestamp('2012-04-18 08:16:22+0000', tz='UTC')]",Take in charge ticket
9896,Case434,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 4']","[Timestamp('2012-04-18 08:16:22+0000', tz='UTC'), Timestamp('2012-04-18 08:25:34+0000', tz='UTC')]",Resolve ticket
9897,Case4340,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-01-13 13:19:41+0000', tz='UTC')]",Take in charge ticket
9898,Case4340,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2012-01-13 13:19:41+0000', tz='UTC'), Timestamp('2012-01-13 13:21:36+0000', tz='UTC')]",Resolve ticket
9899,Case4341,1,['Assign seriousness'],['Value 13'],"[Timestamp('2011-09-01 13:53:36+0000', tz='UTC')]",Take in charge ticket
9900,Case4341,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 10']","[Timestamp('2011-09-01 13:53:36+0000', tz='UTC'), Timestamp('2011-09-05 09:52:38+0000', tz='UTC')]",Resolve ticket
9901,Case4342,1,['Assign seriousness'],['Value 19'],"[Timestamp('2010-06-29 12:42:13+0000', tz='UTC')]",Take in charge ticket
9902,Case4342,2,"['Assign seriousness', 'Take in charge ticket']","['Value 19', 'Value 19']","[Timestamp('2010-06-29 12:42:13+0000', tz='UTC'), Timestamp('2010-07-29 12:35:09+0000', tz='UTC')]",Resolve ticket
9903,Case4343,1,['Assign seriousness'],['Value 9'],"[Timestamp('2012-01-10 11:06:29+0000', tz='UTC')]",Take in charge ticket
9904,Case4343,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 9']","[Timestamp('2012-01-10 11:06:29+0000', tz='UTC'), Timestamp('2012-01-10 11:06:39+0000', tz='UTC')]",Resolve ticket
9905,Case4344,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-02-10 14:47:22+0000', tz='UTC')]",Take in charge ticket
9906,Case4344,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2012-02-10 14:47:22+0000', tz='UTC'), Timestamp('2012-02-10 14:47:30+0000', tz='UTC')]",Resolve ticket
9907,Case4345,1,['Assign seriousness'],['Value 15'],"[Timestamp('2010-05-17 10:00:48+0000', tz='UTC')]",Take in charge ticket
9908,Case4345,2,"['Assign seriousness', 'Take in charge ticket']","['Value 15', 'Value 2']","[Timestamp('2010-05-17 10:00:48+0000', tz='UTC'), Timestamp('2010-05-17 13:07:05+0000', tz='UTC')]",Resolve ticket
9909,Case4346,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-02-18 10:02:32+0000', tz='UTC')]",Take in charge ticket
9910,Case4346,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 11']","[Timestamp('2011-02-18 10:02:32+0000', tz='UTC'), Timestamp('2011-02-18 10:25:52+0000', tz='UTC')]",Resolve ticket
9911,Case4347,1,['Assign seriousness'],['Value 1'],"[Timestamp('2011-10-10 08:45:13+0000', tz='UTC')]",Take in charge ticket
9912,Case4347,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 4']","[Timestamp('2011-10-10 08:45:13+0000', tz='UTC'), Timestamp('2011-10-13 07:15:48+0000', tz='UTC')]",Resolve ticket
9913,Case4348,1,['Assign seriousness'],['Value 9'],"[Timestamp('2013-08-06 13:07:36+0000', tz='UTC')]",Take in charge ticket
9914,Case4348,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 1']","[Timestamp('2013-08-06 13:07:36+0000', tz='UTC'), Timestamp('2013-08-21 08:59:16+0000', tz='UTC')]",Require upgrade
